"Year","Abundance","se","ci_l","ci_u","cv","Species"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Hardhead Catfish"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Hardhead Catfish"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Hardhead Catfish"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Hardhead Catfish"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Hardhead Catfish"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Longnose Gar"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Longnose Gar"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Longnose Gar"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Longnose Gar"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Longnose Gar"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Longnose Gar"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Longnose Gar"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Longnose Gar"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Longnose Gar"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Longnose Gar"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Longnose Gar"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Longnose Gar"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Longnose Gar"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Longnose Gar"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Longnose Gar"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Longnose Gar"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Longnose Gar"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Longnose Gar"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Longnose Gar"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Longnose Gar"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Longnose Gar"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Longnose Gar"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Longnose Gar"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Longnose Gar"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Longnose Gar"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Longnose Gar"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Longnose Gar"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Longnose Gar"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Pinfish"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Pinfish"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Pinfish"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Pinfish"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Pinfish"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Pinfish"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Pinfish"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Pinfish"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Pinfish"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Pinfish"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Pinfish"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Pinfish"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Pinfish"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Pinfish"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Pinfish"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Pinfish"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Pinfish"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Pinfish"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Pinfish"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Pinfish"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Pinfish"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Pinfish"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Pinfish"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Pinfish"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Pinfish"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Pinfish"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Pinfish"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Pinfish"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Black Drum"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Black Drum"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Black Drum"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Black Drum"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Black Drum"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Black Drum"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Black Drum"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Black Drum"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Black Drum"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Black Drum"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Black Drum"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Black Drum"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Black Drum"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Black Drum"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Black Drum"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Black Drum"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Black Drum"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Black Drum"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Black Drum"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Black Drum"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Black Drum"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Black Drum"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Black Drum"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Black Drum"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Black Drum"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Black Drum"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Black Drum"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Black Drum"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Atlantic Stingray"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Atlantic Stingray"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Atlantic Stingray"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Atlantic Stingray"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Atlantic Stingray"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Atlantic Stingray"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Atlantic Stingray"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Atlantic Stingray"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Atlantic Stingray"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Atlantic Stingray"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Atlantic Stingray"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Atlantic Stingray"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Atlantic Stingray"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Atlantic Stingray"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Atlantic Stingray"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Atlantic Stingray"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Atlantic Stingray"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Atlantic Stingray"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Atlantic Stingray"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Atlantic Stingray"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Atlantic Stingray"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Atlantic Stingray"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Atlantic Stingray"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Atlantic Stingray"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Atlantic Stingray"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Atlantic Stingray"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Atlantic Stingray"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Atlantic Stingray"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Ladyfish"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Ladyfish"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Ladyfish"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Ladyfish"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Ladyfish"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Ladyfish"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Ladyfish"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Ladyfish"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Ladyfish"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Ladyfish"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Ladyfish"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Ladyfish"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Ladyfish"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Ladyfish"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Ladyfish"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Ladyfish"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Ladyfish"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Ladyfish"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Ladyfish"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Ladyfish"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Ladyfish"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Ladyfish"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Ladyfish"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Ladyfish"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Ladyfish"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Ladyfish"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Ladyfish"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Ladyfish"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Gizzard Shad"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Gizzard Shad"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Gizzard Shad"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Gizzard Shad"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Gizzard Shad"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Gizzard Shad"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Gizzard Shad"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Gizzard Shad"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Gizzard Shad"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Gizzard Shad"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Gizzard Shad"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Gizzard Shad"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Gizzard Shad"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Gizzard Shad"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Gizzard Shad"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Gizzard Shad"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Gizzard Shad"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Gizzard Shad"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Gizzard Shad"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Gizzard Shad"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Gizzard Shad"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Gizzard Shad"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Gizzard Shad"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Gizzard Shad"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Gizzard Shad"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Gizzard Shad"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Gizzard Shad"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Gizzard Shad"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Atlantic Sharpnose Shark"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Atlantic Sharpnose Shark"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Atlantic Sharpnose Shark"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Atlantic Sharpnose Shark"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Atlantic Sharpnose Shark"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Atlantic Sharpnose Shark"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Atlantic Sharpnose Shark"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Atlantic Sharpnose Shark"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Atlantic Sharpnose Shark"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Atlantic Sharpnose Shark"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Atlantic Sharpnose Shark"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Atlantic Sharpnose Shark"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Atlantic Sharpnose Shark"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Atlantic Sharpnose Shark"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Atlantic Sharpnose Shark"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Atlantic Sharpnose Shark"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Atlantic Sharpnose Shark"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Atlantic Sharpnose Shark"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Atlantic Sharpnose Shark"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Atlantic Sharpnose Shark"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Atlantic Sharpnose Shark"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Atlantic Sharpnose Shark"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Atlantic Sharpnose Shark"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Atlantic Sharpnose Shark"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Atlantic Sharpnose Shark"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Atlantic Sharpnose Shark"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Atlantic Sharpnose Shark"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Atlantic Sharpnose Shark"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Bonnethead"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Bonnethead"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Bonnethead"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Bonnethead"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Bonnethead"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Bonnethead"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Bonnethead"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Bonnethead"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Bonnethead"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Bonnethead"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Bonnethead"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Bonnethead"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Bonnethead"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Bonnethead"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Bonnethead"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Bonnethead"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Bonnethead"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Bonnethead"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Bonnethead"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Bonnethead"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Bonnethead"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Bonnethead"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Bonnethead"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Bonnethead"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Bonnethead"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Bonnethead"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Bonnethead"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Bonnethead"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Sheepshead"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Sheepshead"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Sheepshead"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Sheepshead"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Sheepshead"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Sheepshead"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Sheepshead"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Sheepshead"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Sheepshead"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Sheepshead"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Sheepshead"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Sheepshead"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Sheepshead"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Sheepshead"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Sheepshead"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Sheepshead"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Sheepshead"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Sheepshead"
